,airline_sentiment,text,tweet_created,tweet_location,score,one_hot_score
2201,neutral,"@united do i need to use a chase united club pass for my 8yr old son, or can he come in with me on my pass?",2015-02-24 10:44:44 -0800,South Carolina,0,"[0, 1, 0]"
2202,negative,@united trying to get a customer service agent.  just landed in sfo.  can't fly with 3 layovers with 3 kids!!,2015-02-21 18:11:06 -0800,"Boston, MA",-1,"[1, 0, 0]"
2203,negative,@united we would...how do i contact you to discuss? a few poor experiences with customer service but would give it a shot!,2015-02-23 18:36:53 -0800,DEN,-1,"[1, 0, 0]"
2204,negative,@united flight delayed 40 minutes in ord because plane didn’t have all the food. that should be fixed in the future. it’s a dumb delay.,2015-02-19 08:57:41 -0800,,-1,"[1, 0, 0]"
2205,negative,@united two service agents hung up on me the third was able to get me a flight on us air today. three calls and 2.5 hours to get a flight,2015-02-22 07:21:34 -0800,Oklahoma,-1,"[1, 0, 0]"
2206,negative,@united seriously #fail on making strangers share a room,2015-02-23 20:47:29 -0800,"Ottawa, Canada",-1,"[1, 0, 0]"
2207,negative,@united or @flysaa has lost my baggage… heard different things from different employees of @united. @flysaa has said nothing.,2015-02-23 15:39:16 -0800,"Nashville, TN",-1,"[1, 0, 0]"
2208,neutral,@usairways  how does one downgrade a flight?,2015-02-23 13:30:22 -0800,"Miami, Florida, USA",0,"[0, 1, 0]"
2209,negative,@united 3 hours of sitting in the plane that hasn't left the gate yet. 6 more hours of actual flying left.,2015-02-21 07:15:41 -0800,"Boston, MA",-1,"[1, 0, 0]"
2210,negative,@united - why am i sitting on this plane for an hour after scheduled takeoff without a cloud in the sky? #keepusguessing #isthisyourfirsttry,2015-02-19 09:54:40 -0800,,-1,"[1, 0, 0]"
2211,negative,@united cancelled flightled my flight for some unknown reason and haven't really given me anything to make my overnight layover tolerable,2015-02-19 20:13:36 -0800,,-1,"[1, 0, 0]"
2212,neutral,@united what do you have in mind?,2015-02-19 19:47:24 -0800,"Chicago, Illinois.",0,"[0, 1, 0]"
2213,positive,"@usairways #shoutout 2 kristie(sp?) from gate4 @ pvd today. she's a #rockstar, was a tremendous help in a tough situation. #promotethatgirl",2015-02-21 16:17:28 -0800,"Wisconsin, Arizona and...",1,"[0, 0, 1]"
2214,neutral,@southwestair it was 3472,2015-02-20 19:27:11 -0800,,0,"[0, 1, 0]"
2215,neutral,"@jetblue w/ edits: dear @msbgu , your mbas need better benefits. they should work for us. how can we meet them?",2015-02-22 11:20:17 -0800,"Washington, D.C.",0,"[0, 1, 0]"
2216,neutral,"@jetblue well, i try! see you soon!! @jayvig",2015-02-17 10:57:33 -0800,New York City,0,"[0, 1, 0]"
2217,neutral,"@southwestair ahhhh! sorry, just followed.",2015-02-18 07:38:32 -0800,"Austin, TX, USA",0,"[0, 1, 0]"
2218,positive,@virginamerica omg finally,2015-02-18 09:05:28 -0800,,1,"[0, 0, 1]"
2219,positive,"@southwestair not frustrated, just an idea! great crew. thanks! #happycustomer",2015-02-20 17:38:13 -0800,"Austin, Texas",1,"[0, 0, 1]"
2220,negative,"@united currently on ua862, 20 minutes of the worst turbulence i've ever experienced, and zero communication from the flight deck.",2015-02-23 06:19:25 -0800,"Stumptown, Baby!",-1,"[1, 0, 0]"
2221,positive,@united perfect! thank you!,2015-02-19 14:41:55 -0800,"Tulsa, OK",1,"[0, 0, 1]"
2222,neutral,@southwestair yay! and are dependents with id (wife children) eligible to use this discount too? how do you use it over the phone/inperson?,2015-02-18 16:02:15 -0800,Fayetteville North Carolina,0,"[0, 1, 0]"
2223,positive,@southwestair shout out to the flight #4386 crew for taking amazing care of us on our double down flight! #thankyou,2015-02-20 07:16:24 -0800,"Grand Rapids,MI & Orlando, FL",1,"[0, 0, 1]"
2224,negative,@united i was rebooked thru sfo but arrive 9 hours late flight and miss activities. i asked to fly today with stop over. was told i'd have to pay.,2015-02-21 16:31:13 -0800,Boise,-1,"[1, 0, 0]"
2225,negative,@united is the worst major us airline.  more proof: they're boarding the plane with the outside galley door open in 0 degree weather.  wtf?,2015-02-20 05:42:22 -0800,NYC.  Sports.,-1,"[1, 0, 0]"
2226,positive,@southwestair guess where ashley is. she's doing a great job presenting. #ragandisney http://t.co/5znmwxdi9u,2015-02-19 07:30:17 -0800,"Window Rock, Arizona",1,"[0, 0, 1]"
2227,neutral,@jetblue thanks for the help,2015-02-19 21:00:57 -0800,,0,"[0, 1, 0]"
2228,neutral,@jetblue let's just say #idontwannalivewithoutyourlove https://t.co/i9kcgaxxfa #itwasminttobe #bestinclasssocial #thankyou #travel #business,2015-02-20 10:28:22 -0800,"New York, NY",0,"[0, 1, 0]"
2229,positive,@united you suck. @southwestair you're the best.,2015-02-20 17:14:42 -0800,"Boulder, CO | Los Angeles, CA",1,"[0, 0, 1]"
2230,negative,@united i am calling to check on a future flight and your first agent hung up and now you sent me to the pet travel line!! this is hell!!,2015-02-19 06:20:40 -0800,"New York, NY",-1,"[1, 0, 0]"
2231,neutral,@jetblue what's your current checked bag price policy?  i fly this coming week and couldn't find anything definitive.,2015-02-21 15:20:01 -0800,By mile 3 of the NYC Marathon,0,"[0, 1, 0]"
2232,positive,@americanair ok thank you!,2015-02-23 08:11:26 -0800,"Renton, WA",1,"[0, 0, 1]"
2233,positive,"@united @flyana_official pleasantly surprised to find ana has made major upgrades on their transpacific route in flights, planes and service",2015-02-17 09:19:55 -0800,Bhutan,1,"[0, 0, 1]"
2234,neutral,@southwestair are there any current promotions/codes for nashville-denver? thank you!,2015-02-20 16:10:34 -0800,Somewhere in Tennessee,0,"[0, 1, 0]"
2235,neutral,@united exactly,2015-02-20 12:51:10 -0800,"Baltimore, MD",0,"[0, 1, 0]"
2236,positive,@virginamerica completely awesome experience last month bos-las nonstop. thanks for such an awesome flight and depart time. #vabeatsjblue,2015-02-22 16:18:33 -0800,,1,"[0, 0, 1]"
2237,neutral,😳 lololololol “@jetblue: our fleet's on fleek. http://t.co/yxswfq9tgp”,2015-02-23 14:37:59 -0800,New York,0,"[0, 1, 0]"
2238,negative,"meanwhile, they fucked my flight. @united: the festivities are already in full swing at the united fairway club, overlooking the 17th hole..",2015-02-21 10:26:31 -0800,San Francisco,-1,"[1, 0, 0]"
2239,positive,"@southwestair was in a line a mile long at sky harbor this morning. your staff was courteous and expeditious.  thank you. 
#onechildfourbags",2015-02-22 09:13:41 -0800,,1,"[0, 0, 1]"
2240,negative,@united how is it tripitpro has accurate delayed dept. times and 2hours late flightr i hear the same from you? just curious,2015-02-20 09:49:52 -0800,,-1,"[1, 0, 0]"
2241,negative,@united why do you hate your passengers?,2015-02-22 16:16:49 -0800,"San Francisco, CA",-1,"[1, 0, 0]"
2242,neutral,@southwestair can you show me some luv?its 9 degrees and all this snow but imdetermined to go to #destinationdragons http://t.co/oxm6cwgab7,2015-02-20 08:43:53 -0800,Boston,0,"[0, 1, 0]"
2243,positive,@jetblue haha you're doing everything right! don't change a thing! slash this twitter engagement just makes you even cooler! #bestairline,2015-02-17 12:31:39 -0800,,1,"[0, 0, 1]"
2244,negative,@united how is it that i book a flight with a reserved seat and then go to check in and find out i have no seat?  wtf.,2015-02-23 05:49:09 -0800,"Salt Lake City, Utah",-1,"[1, 0, 0]"
2245,positive,@virginamerica @ssal thanks!,2015-02-19 20:48:52 -0800,"Dutchess County, NY",1,"[0, 0, 1]"
2246,positive,@united cool. thank you.,2015-02-23 06:08:01 -0800,"New Haven, CT",1,"[0, 0, 1]"
2247,positive,@jetblue thank you. fingers crossed.,2015-02-22 17:32:05 -0800,New York,1,"[0, 0, 1]"
2248,negative,"@united, we're stuck at ogg, looks like flight will be cancelled flightled. can you help? =)",2015-02-22 20:20:56 -0800,,-1,"[1, 0, 0]"
2249,neutral,@southwestair is it possible to book a refundable trip? willing to pay extra. this would be for a domestic round trip flight,2015-02-19 07:47:23 -0800,Clearwater / Bethlehem,0,"[0, 1, 0]"
2250,positive,@southwestair is my favorite airlines. i've never had issues with them. plus there crew is entertaining.,2015-02-23 17:23:26 -0800,Somewhere mind in my business,1,"[0, 0, 1]"
2251,positive,@southwestair we're pulling off the runway now! making new friends with seat mates. thanks for the response cb.,2015-02-22 18:22:44 -0800,Kansas City,1,"[0, 0, 1]"
2252,negative,"@united i'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?",2015-02-23 09:34:51 -0800,H-town,-1,"[1, 0, 0]"
2253,negative,@united not anymore.  finally was ticketed 5 min before takeoff.  not sure why the confusion with a full-fare gsa ticket.,2015-02-20 08:39:14 -0800,Manassas VA,-1,"[1, 0, 0]"
2254,negative,"@united appreciate the early arrival of ua1002, but any chance ord will ever bring the bags out?",2015-02-21 14:29:34 -0800,"San Francisco, CA",-1,"[1, 0, 0]"
2255,neutral,@southwestair please lower my plane flight by like $100 bucks!! thanks~ #floridavacation,2015-02-23 20:21:46 -0800,"Moultonborough, NH",0,"[0, 1, 0]"
2256,positive,@southwestair me &amp; @sammi_jon3s are best friends because of @imaginedragons. any chance we could get tickets to #destinationdragons ?,2015-02-19 14:02:16 -0800,,1,"[0, 0, 1]"
2257,negative,@virginamerica i need to register a service dog for a first class ticket from sfo &gt; dulles. the phone queue is an hour or longer. pls advise,2015-02-22 14:39:09 -0800,"Oakland, California",-1,"[1, 0, 0]"
2258,positive,@usairways you can thank supervisor jeanine and her coworkers for the excellent customer service they provided,2015-02-20 18:43:37 -0800,McKinney TX,1,"[0, 0, 1]"
2259,negative,@united can you increase the legroom? : how airlines compare http://t.co/diufep8n2q via @cnnmoney,2015-02-21 19:49:28 -0800,Greater Seattle Area,-1,"[1, 0, 0]"
2260,positive,"@jetblue after my second call to customer service and the fifth person i talked to, an amazing rep fixed it in about 5 mins! :) #persistence",2015-02-23 21:37:46 -0800,,1,"[0, 0, 1]"
2261,negative,@united did i mention that i was on the plane so is my luggage. my luggage that i'm not going to have for how many days.,2015-02-21 18:48:55 -0800,Rhode Island,-1,"[1, 0, 0]"
2262,neutral,@jetblue and the from @wsj team to offer in-#flight access to journal ... - nassau news live http://t.co/7e5bxwg16t,2015-02-19 22:36:05 -0800,USA,0,"[0, 1, 0]"
2263,negative,"@united it was ua381 on 14 feb. point is, overselling flights= bad. making people wait 1hr while you kick them off after boarding is worse",2015-02-23 10:39:52 -0800,"Ottawa, Ontario",-1,"[1, 0, 0]"
2264,negative,@united trying to check in for tomorrow's flight. website keeps timing out. what's up?,2015-02-22 12:31:03 -0800,QCϟDC,-1,"[1, 0, 0]"
2265,negative,@united 2nd time in a row  i've been over charged by 100's of $$ on my plane ticket why? #united i shouldn't have to check my cc everytime,2015-02-20 07:23:23 -0800,"New York, Ny",-1,"[1, 0, 0]"
2266,negative,@united flight 395. rolling delay of 1 hour 42 minutes,2015-02-20 10:03:00 -0800,PDX / LGA / TXL / ✈,-1,"[1, 0, 0]"
2267,negative,@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.,2015-02-21 18:00:06 -0800,,-1,"[1, 0, 0]"
2268,neutral,@jetblue should i expect delays at dca for 7am departure?  going to orlando on flight 723,2015-02-22 01:07:08 -0800,"Dayton, Ohio",0,"[0, 1, 0]"
2269,neutral,"@united kewl. will also let them know the overhead bin over my row was ""inop"". i love a good abbreve.",2015-02-24 10:09:10 -0800,Los Angeles,0,"[0, 1, 0]"
2270,positive,"@southwestair is the best airline hands down. amazing customer service, bags free and affordable flights. #happycamper",2015-02-24 07:07:26 -0800,,1,"[0, 0, 1]"
2271,positive,@usairways thanks!,2015-02-23 06:10:05 -0800,,1,"[0, 0, 1]"
2272,negative,@virginamerica already contacted central baggage &amp; sent dm. @renttherunway is charging me for the dress that was in the lost suitcase #help,2015-02-20 13:16:56 -0800,,-1,"[1, 0, 0]"
2273,negative,"@virginamerica what happened to direct flights from sfo-fll? looking in may, only see connecting #help #dontdothistome",2015-02-19 11:46:18 -0800,san francisco,-1,"[1, 0, 0]"
2274,positive,@united thank you for the help!!,2015-02-21 09:37:55 -0800,Colorado,1,"[0, 0, 1]"
2275,neutral,@southwestair when does today's scavenger hunt start? i'm trying to help my little brother win! #destinationdragons,2015-02-21 09:26:23 -0800,"Salt Lake City, UT",0,"[0, 1, 0]"
2276,positive,@southwestair flt 3867 crew  #orangecounty to #denver is the #best! weather delay but pilots just invited the kids to see the cockpit! #luv,2015-02-21 07:45:13 -0800,"Los Angeles, California",1,"[0, 0, 1]"
2277,negative,@united i'm on ua1118 and my direct tv isn't working.  how do i avoid this in future?,2015-02-22 17:33:56 -0800,,-1,"[1, 0, 0]"
2278,neutral,@southwestair flying flight 3130 tonight at 7:20 from pbi- i have boarding position c-42. is flight overbooked? have funeral to attend!,2015-02-22 07:23:00 -0800,,0,"[0, 1, 0]"
2279,neutral,@southwestair  goes to court to gain access to @delta gates at love field  http://t.co/ilqzmmjiyq #deltanews,2015-02-18 08:19:46 -0800,TRI CITIES (TRI),0,"[0, 1, 0]"
2280,positive,"@united okay, thank you for your help :)",2015-02-18 18:43:35 -0800,roblox.com,1,"[0, 0, 1]"
2281,negative,@united usually an issue with express our of sfo. positive note: mainline p.s. was enjoyable.,2015-02-20 11:47:29 -0800,,-1,"[1, 0, 0]"
2282,neutral,@jetblue going to san juan!,2015-02-21 05:24:16 -0800,,0,"[0, 1, 0]"
2283,positive,@united ewr agent barbara was fabulous and an example of cust. serv. a pleasure talking to you😊 http://t.co/kmquly9g5e,2015-02-23 03:42:17 -0800,East Coast,1,"[0, 0, 1]"
2284,negative,@united wifi wasn't working onboard.alerted attendant re socket.you sent me to a hotel for 24 hours with 7$ vouchers??no wifi at hotel,2015-02-22 04:59:46 -0800,,-1,"[1, 0, 0]"
2285,negative,@united of course. that was the start of my trip 3 wks. ago. its gone further downhill on my return.,2015-02-20 21:28:29 -0800,Cincinnati,-1,"[1, 0, 0]"
2286,positive,this is so smart it makes me angry mt @jetblue: we’ve partnered with @wsj to bring you free digital access onboard! http://t.co/0liwecasoe,2015-02-20 10:42:32 -0800,,1,"[0, 0, 1]"
2287,neutral,"@southwestair took delivery of n8661a, a new boeing 737-8h4 yesterday. http://t.co/5z9styuqj3 #dfw #dal #airlines",2015-02-18 06:30:30 -0800,DFW,0,"[0, 1, 0]"
2288,neutral,@jetblue guess i'll wait another 24 hrs in hopes rate goes down &amp; is more reasonable. fingers crossed. cutting it close to my travel dates.,2015-02-19 16:00:29 -0800,,0,"[0, 1, 0]"
2289,negative,"@united reflight booking problems would not have made me reach on time for my meeting. also didn't wanna take a chance, booked myself on @etihad instead",2015-02-19 06:33:46 -0800,Bangalore,-1,"[1, 0, 0]"
2290,neutral,@southwestair can you update me on the emergency landing in jacksonville right now? #parentsonboard,2015-02-24 11:08:50 -0800,,0,"[0, 1, 0]"
2291,neutral,@united i do not see where it talks about military baggage fees. can you please guide me. thanks,2015-02-22 14:13:00 -0800,,0,"[0, 1, 0]"
2292,positive,@usairways haha no worries you guys are the best!  +1 for spelling my name correctly,2015-02-24 07:45:50 -0800,"Boston, MA",1,"[0, 0, 1]"
2293,negative,@united brothers baggage was lost on route to 2015 panamerican cross country cup championship in columbia. his race is sunday. please help.,2015-02-20 21:52:50 -0800,"Kearney, Nebraska",-1,"[1, 0, 0]"
2294,neutral,“@southwestair:southwest mobile boarding passes now available in ios passbook! http://t.co/xmrvr4lgeg http://t.co/wjoc9f14su”@tori_leggieri,2015-02-17 08:26:24 -0800,,0,"[0, 1, 0]"
2295,positive,@southwestair ok thank you  i hope  so too,2015-02-24 07:39:41 -0800,Everywhere You Wish You Were!,1,"[0, 0, 1]"
2296,neutral,.@united for those playing along at home: http://t.co/2b4bdtldx2,2015-02-23 12:36:16 -0800,,0,"[0, 1, 0]"
2297,neutral,@united okay thank you,2015-02-24 02:14:18 -0800,,0,"[0, 1, 0]"
2298,negative,@united my pqms and pqds are no longer showing up correctly in my mileageplus acct. how can i get this fixed?,2015-02-23 07:43:10 -0800,,-1,"[1, 0, 0]"
2299,neutral,@southwestair i forgot to put my tsa pre number in before i checked in. it is now in my profile but will it be on my boarding pass in the am,2015-02-22 05:54:02 -0800,,0,"[0, 1, 0]"
2300,positive,"@jetblue no, they're too busy being awesome and trying to get us out asap. i'll deal.",2015-02-19 16:56:33 -0800,,1,"[0, 0, 1]"
2301,neutral,@jetblue @southwestair @virginamerica @americanairbr download jeokoo the american app for air travelers,2015-02-21 22:35:58 -0800,"Washington, DC. ",0,"[0, 1, 0]"
